numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2018,3,2018-03-27 00:00:00+00:00,ROSANGELA GOMES,PRB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,812.24,0.00,812.24
2018,3,2018-03-27 00:00:00+00:00,ROSANGELA GOMES,PRB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,-652.00,0.00,-652.00
2018,3,2018-03-27 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,50.00,0.00,50.00
2018,3,2018-03-27 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,07976147002295,Movida Locação de Veículos LTDA,3500.00,0.00,3500.00
2018,3,2018-03-27 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1257.00,0.00,1257.00
2018,3,2018-03-27 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,02373202000104,GOLDEN GREEN AUTO POSTO LTDA,277.94,0.00,277.94
2018,3,2018-03-27 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1744.17,0.00,1744.17
2018,3,2018-03-27 00:00:00+00:00,SORAYA SANTOS,PR,RJ,PASSAGENS AÉREAS,02575829000148,OCEANAIR LINHAS AEREAS S/A,1297.48,0.00,1297.48
2018,3,2018-03-27 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1299.56,0.00,-1299.56
2018,3,2018-03-27 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,2010.93,0.00,2010.93
2018,3,2018-03-27 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006308,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2018,3,2018-03-27 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,11869422000114,HARUE LOCAÇÃO DE VEÍCULOS LTDA ME,4000.00,0.00,4000.00
2018,3,2018-03-27 00:00:00+00:00,WADIH DAMOUS,PT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT S.A,743.32,0.00,743.32
2018,3,2018-03-27 00:00:00+00:00,WADIH DAMOUS,PT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,03629642000142,MLS WIRELESS S.A.,307.16,0.00,307.16
2018,3,2018-03-27 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,1307.03,0.00,1307.03
2018,3,2018-03-27 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,19.02,0.00,19.02
2018,3,2018-03-27 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.22,0.00,11.22
2018,3,2018-03-27 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.22,0.00,11.22
2018,3,2018-03-27 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-237.31,0.00,-237.31
2018,3,2018-03-27 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1665.93,0.00,1665.93
2018,3,2018-03-27 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2018,3,2018-03-27 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,544.64,0.00,544.64
2018,3,2018-03-27 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,758.54,0.00,758.54
2018,3,2018-03-26 17:35:21+00:00,DELEY,PTB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,63.85,0.00,63.85
2018,3,2018-03-26 16:23:47+00:00,ROSANGELA GOMES,PRB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,92.30,0.00,92.30
2018,3,2018-03-26 16:23:35+00:00,ROSANGELA GOMES,PRB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,102.00,0.00,102.00
2018,3,2018-03-26 15:09:43+00:00,FRANCISCO FLORIANO,DEM,RJ,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA COM AR,11.85,0.00,11.85
2018,3,2018-03-26 13:06:31+00:00,LUIZ SÉRGIO,PT,RJ,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA COM AR,31.80,0.00,31.80
2018,3,2018-03-26 13:06:13+00:00,LUIZ SÉRGIO,PT,RJ,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC COM AR,32.08,0.00,32.08
2018,3,2018-03-26 10:09:54+00:00,ROBERTO SALES,DEM,RJ,SERVIÇOS POSTAIS,,CORREIOS - CARTA COMERCIAL,33.30,0.00,33.30
2018,4,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,01079210004509,UNIDAS LOCADORA DE VEICULOS LTDA,1802.86,0.00,1802.86
2018,4,2018-03-26 00:00:00+00:00,DELEY,PTB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,39759030000111,APF DISTRIBUIDORA DE COMBUSTIVEL LTDA,216.08,0.00,216.08
2018,4,2018-03-26 00:00:00+00:00,DELEY,PTB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,39759030000111,APF DISTRIBUIDORA DE COMBUSTIVEL LTDA,189.55,0.00,189.55
2018,4,2018-03-26 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,TELEFONIA,76535764032690,OI S.A,108.14,0.00,108.14
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,34176883000107,ADMINISTRADORA DE BENS LEAL LTDA,4769.40,5.00,4764.40
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,34176883000107,Leal Administradora de bens Ltda,339.90,0.00,339.90
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,40296824000175,KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA,163.70,0.00,163.70
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,1307.03,0.00,1307.03
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,172.00,0.00,172.00
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,563.00,0.00,563.00
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,201.00,0.00,201.00
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,657.93,0.00,657.93
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,-516.00,0.00,-516.00
2018,3,2018-03-26 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,-347.00,0.00,-347.00
2018,3,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,33050071000158,AMPLA ENERGIA E SERVIÇOS S.A,398.96,3.81,395.15
2018,3,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,06012414000117,POSTO SOL DA DUTRA LTDA,100.00,0.00,100.00
2018,3,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,14017781000301,C GOMES DOS SANTOS RESTAURANTES E LANCHONETES,24.00,0.00,24.00
2018,3,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,28427926000268,QUICK e EASY COMERCIO VAREJISTA DE ALIMENTO LTDA - ME,13.00,0.00,13.00
2018,3,2018-03-26 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1752.17,0.00,1752.17
2018,3,2018-03-26 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,33345232000130,PALMARES ADMINISTRADORA DE IMOVEIS LTDA,1447.90,0.00,1447.90
2018,3,2018-03-26 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,33345232000130,PALMARES ADMINISTRADORA DE IMOVEIS LTDA,2532.07,0.00,2532.07
2018,3,2018-03-26 00:00:00+00:00,AUREO,SD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,647.17,0.00,647.17
2018,3,2018-03-26 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,SERVIÇOS POSTAIS,35782556000161,BOX SERVICE COPIADORA LTDA,29.00,0.00,29.00
2018,3,2018-03-26 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1741.93,0.00,1741.93
2018,3,2018-03-26 00:00:00+00:00,CELSO PANSERA,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00624712000181,POSTO PERALTAS,230.00,0.00,230.00
2018,3,2018-03-26 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,26991067000129,CRUZEIRO COMBUSTIVEIS E SERVICOS S/A,212.41,0.00,212.41
2018,3,2018-03-26 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,73522070000183,POSTO DE GASOLINA BACARENSE,186.73,0.00,186.73
2018,3,2018-03-26 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,00512777000135,Cia Aérea - PASSAREDO,881.57,0.00,881.57
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,10302320000150,Real Toner Impressoras LTDA,730.00,0.00,730.00
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,10302320000150,Real Toner Impressoras LTDA,836.56,0.00,836.56
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,29272489000132,ANIETE RAMOS SILVA MARTINS,1500.00,0.00,1500.00
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",04088208000165,Sem Parar,143.04,0.00,143.04
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,50.00,0.00,50.00
2018,3,2018-03-26 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINDICATO DOS TAXISTAS DO DISTRITO FEDERAL- SINTAXI,22.00,0.00,22.00
2018,3,2018-03-26 00:00:00+00:00,CRISTIANE BRASIL,PTB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT S.A,321.02,8.42,312.60
2018,3,2018-03-26 00:00:00+00:00,CRISTIANE BRASIL,PTB,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,20927167000100,BARROS E SERRA SERVIÇOS EXECUTIVOS RENT A CAR EIRELI ME,4000.00,0.00,4000.00
2018,3,2018-03-26 00:00:00+00:00,DELEY,PTB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***68310***,MUNIR FRANCISCO,5000.00,0.00,5000.00
2018,3,2018-03-26 00:00:00+00:00,DELEY,PTB,RJ,SERVIÇOS POSTAIS,36512713000181,M L LEAL DE ABREU LTDA,596.00,0.00,596.00
2018,3,2018-03-26 00:00:00+00:00,DELEY,PTB,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,09085131000193,LOPES MOTORS LTDA,3600.00,0.00,3600.00
2018,3,2018-03-26 00:00:00+00:00,EZEQUIEL TEIXEIRA,PODE,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1219.10,0.00,1219.10
2018,3,2018-03-26 00:00:00+00:00,FELIPE BORNIER,PROS,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1781.93,0.00,1781.93
2018,3,2018-03-26 00:00:00+00:00,FRANCISCO FLORIANO,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,02968516000150,AUTO POSTO CAMPOMAR LTDA,273.82,0.00,273.82
2018,3,2018-03-26 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,37063328001058,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,50.00,0.00,50.00
2018,3,2018-03-26 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-338.17,0.00,-338.17
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT SERVICOS DE ELETRICIDADE S A,477.80,0.00,477.80
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT SERVICOS DE ELETRICIDADE S A,409.23,0.00,409.23
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,TELEFONIA,66970229000167,NEXTEL TELECOMUNICAÇÕES LTDA,352.54,7.79,344.75
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00938574000105,CONCESSIONARIA RIO TERESOPOLIS S A,18.10,0.00,18.10
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00938574000105,CONCESSIONARIA RIO TERESOPOLIS S A,18.10,0.00,18.10
2018,3,2018-03-26 00:00:00+00:00,HUGO LEAL,PSD,RJ,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",32285454000142,VIACAO SALUTARIS E TURISMO SA,46.22,0.00,46.22
2018,3,2018-03-26 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,37128477000167,JT COMERCIO DE DERIVADOS DE PETROLEO LTDA,240.26,0.00,240.26
2018,3,2018-03-26 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,142.00,0.00,142.00
2018,3,2018-03-26 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,170.00,0.00,170.00
2018,3,2018-03-26 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597000440,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2018,3,2018-03-26 00:00:00+00:00,JULIO LOPES,PP,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,29520756000143,AUTO POSTO MONALISA LTDA,227.25,0.00,227.25
2018,3,2018-03-26 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT SERVIÇOS DE ELETRICIDADE SA,132.46,0.00,132.46
2018,3,2018-03-26 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,60444437000146,LIGHT SERVIÇOS DE ELETRICIDADE SA,738.38,0.00,738.38
2018,3,2018-03-26 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,05657829000185,POSTO DE ABASTECIMENTO GRANDE AMOR LTDA,175.84,0.00,175.84
2018,3,2018-03-26 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,04490752000139,RESTAURANTE VARANDA DO SUL LTDA - EPP,93.81,0.00,93.81
2018,3,2018-03-26 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,20927167000100,BARROS E SERRA SERVIÇOS EXECUTIVOS RENT A CAR EIRELI ME,7000.00,0.00,7000.00
2018,3,2018-03-26 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,33672577000107,AUTO MECANICA APOLO,50.08,0.00,50.08
2018,3,2018-03-26 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,17823690000181,POSTO JACUECANGA LTDA,198.00,0.00,198.00
2018,3,2018-03-26 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1334.00,0.00,1334.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO DELAROLI,PR,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,37128477000167,JT COMERCIO DE DERIV DE PETR LTDA,175.00,0.00,175.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO DELAROLI,PR,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,26983273000197,VITORINO & MENDONCA LTDA,12105.00,0.00,12105.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO DELAROLI,PR,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,330.00,0.00,330.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,32305732000186,AUTO POSTO SERVIÇO VILAR LTDA-ME,150.00,0.00,150.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,367.93,0.00,367.93
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,589.93,0.00,589.93
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,451.93,0.00,451.93
2018,3,2018-03-26 00:00:00+00:00,MARCELO MATOS,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,410.93,0.00,410.93
2018,3,2018-03-26 00:00:00+00:00,MARCO ANTÔNIO CABRAL,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,02575190000109,AUTO POSTO SENNA LTDA,70.00,0.00,70.00
2018,3,2018-03-26 00:00:00+00:00,MARCOS SOARES,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1026.31,0.00,1026.31
2018,3,2018-03-26 00:00:00+00:00,MARCOS SOARES,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1026.31,0.00,1026.31
2018,3,2018-03-26 00:00:00+00:00,MIRO TEIXEIRA,REDE,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1841.17,0.00,1841.17
2018,3,2018-03-26 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,42547620000195,POSTO DE GASOLINA DAS AMERICAS LTDA,50.00,0.00,50.00
2018,3,2018-03-26 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,34002337000150,POSTOS IATE COMERCIO E SERVICOS LTDA,134.89,0.00,134.89
2018,3,2018-03-26 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597002140,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,216.04,0.00,216.04
2018,3,2018-03-26 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,30.00,0.00,30.00
2018,3,2018-03-26 00:00:00+00:00,PAULO FEIJÓ,PR,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,03425227000177,AUTO POSTO AVENIDA LTDA,180.26,0.00,180.26
2018,3,2018-03-26 00:00:00+00:00,PAULO FEIJÓ,PR,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,20927167000100,BARROS E SERRA SERVIÇOS EXECUTIVOS RENT A CAR EIRELI ME,5000.00,0.00,5000.00
2018,3,2018-03-26 00:00:00+00:00,PAULO FEIJÓ,PR,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,20927167000100,BARROS E SERRA SERVIÇOS EXECUTIVOS RENT A CAR EIRELI ME,6000.00,0.00,6000.00
2018,3,2018-03-26 00:00:00+00:00,ROBERTO SALES,DEM,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,18371380000136,FRJ COMUNICAÇAO LTDA - ME,1860.00,0.00,1860.00
2018,3,2018-03-26 00:00:00+00:00,ROSANGELA GOMES,PRB,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,878.41,0.00,878.41
2018,3,2018-03-26 00:00:00+00:00,ROSANGELA GOMES,PRB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1665.93,0.00,1665.93
2018,3,2018-03-26 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,453.00,0.00,453.00
2018,3,2018-03-26 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,326.00,0.00,326.00
2018,3,2018-03-26 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,250.00,0.00,250.00
2018,3,2018-03-26 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,-3.24,0.00,-3.24
2018,3,2018-03-26 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1296.32,0.00,1296.32
2018,3,2018-03-26 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1299.56,0.00,-1299.56
2018,3,2018-03-26 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1837.93,0.00,1837.93
2018,3,2018-03-26 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,37063328000914,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,100.00,0.00,100.00
2018,3,2018-03-26 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,45543915028868,CARREFOUR COMERCIO E INDUSTRIA LTDA,156.21,1.76,154.45
2018,3,2018-03-26 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,881.31,0.00,881.31
2018,3,2018-03-26 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1665.93,0.00,1665.93
2018,3,2018-03-26 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINTAXI/DF,65.00,0.00,65.00
2018,3,2018-03-26 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,25.34,0.00,25.34
2018,3,2018-03-26 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,854.54,0.00,854.54
2018,4,2018-03-25 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,PASSAGENS AÉREAS,07575651000159,GOL LINHAS ÁREAS S.A,653.93,0.00,653.93
2018,4,2018-03-25 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,PASSAGENS AÉREAS,07575651000159,GOL LINHAS ÁREAS S.A,638.17,0.00,638.17
